J2,J1,AllIssues_Total_Freq,AllIssues_Case_Opps,Total_Freq,Case_Opps,Year,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,J_id,G1,G2,ColorValue,Topic
99,92,117,196,4,9,1980,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,Unions
100,92,174,214,4,4,1985,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,2,2,-1,Unions
89,78,80,118,3,4,1954,HLBlack,FDR,D,D,SMinton,Truman,D,D,78_89,1,1,1,Unions
108,103,59,107,0,1,1993,JPStevens,Ford,R,R,CThomas,Bush,R,R,103_108,1,1,-1,Unions
110,109,74,84,2,2,2006,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Unions
106,104,73,92,0,0,2004,SDOConnor,Reagan,R,R,AMKennedy,Reagan,R,R,104_106,1,1,-1,Unions
94,90,124,156,10,11,1964,EWarren,Eisenhower,R,R,PStewart,Eisenhower,R,R,90_94,1,1,-1,Unions
90,81,115,128,14,14,1955,WODouglas,FDR,D,D,EWarren,Eisenhower,R,R,81_90,1,1,0,Unions
94,91,170,216,15,15,1962,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,91_94,1,1,-1,Unions
103,100,160,236,4,5,1986,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,100_103,2,2,-1,Unions
97,94,186,228,8,12,1967,PStewart,Eisenhower,R,R,AFortas,LBJ,D,D,94_97,1,1,0,Unions
112,110,51,84,2,2,2006,SGBreyer,Clinton,D,D,SAAlito,WBush,R,R,110_112,1,2,0,Unions
94,88,168,221,8,10,1963,TCClark,Truman,D,D,PStewart,Eisenhower,R,R,88_94,1,1,0,Unions
99,92,116,211,7,11,1981,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,Unions
81,79,19,30,0,0,1949,SFReed,FDR,D,D,WODouglas,FDR,D,D,79_81,1,1,1,Unions
106,103,55,94,1,2,2008,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,2,1,-1,Unions
98,92,228,242,5,5,1986,WJBrennan,Eisenhower,R,D,TMarshall,LBJ,D,D,92_98,2,2,0,Unions
110,103,77,101,0,0,1994,JPStevens,Ford,R,R,SGBreyer,Clinton,D,D,103_110,1,1,0,Unions
108,106,68,84,2,2,2011,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,106_108,1,1,-1,Unions
103,99,129,188,5,6,1978,WEBurger,Nixon,R,R,JPStevens,Ford,R,R,99_103,1,1,-1,Unions
111,105,64,77,2,2,2014,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,2,2,-1,Unions
104,103,69,108,3,4,1995,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,Unions
84,82,94,170,12,26,1948,FMurphy,FDR,D,D,RHJackson,FDR,D,D,82_84,2,1,1,Unions
81,78,172,192,5,5,1957,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,2,2,1,Unions
84,78,51,94,4,6,1953,HLBlack,FDR,D,D,RHJackson,FDR,D,D,78_84,1,1,1,Unions
105,98,81,143,6,9,1990,TMarshall,LBJ,D,D,AScalia,Reagan,R,R,98_105,2,1,0,Unions
110,106,71,82,2,3,2015,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,1,0,Unions
91,81,74,171,8,11,1960,WODouglas,FDR,D,D,JHarlan2,Eisenhower,R,R,81_91,2,1,0,Unions
102,94,146,227,6,6,1972,PStewart,Eisenhower,R,R,WHRehnquist,Nixon,R,R,94_102,2,1,-1,Unions
79,78,72,142,6,8,1952,HLBlack,FDR,D,D,SFReed,FDR,D,D,78_79,2,1,1,Unions
107,103,98,124,2,3,1997,JPStevens,Ford,R,R,DHSouter,Bush,R,R,103_107,1,1,-1,Unions
113,108,55,84,1,2,2011,CThomas,Bush,R,R,SSotomayor,Obama,D,I,108_113,1,1,0,Unions
106,103,77,108,1,3,2009,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,2,-1,Unions
98,95,140,194,3,5,1977,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,95_98,1,1,1,Unions
108,100,53,104,0,1,1993,HABlackmun,Nixon,R,R,CThomas,Bush,R,R,100_108,1,1,-1,Unions
95,81,111,173,3,6,1969,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,81_95,1,1,1,Unions
114,110,66,80,2,2,2011,SGBreyer,Clinton,D,D,EKagan,Obama,D,D,110_114,1,1,1,Unions
103,94,80,112,1,4,1975,PStewart,Eisenhower,R,R,JPStevens,Ford,R,R,94_103,1,1,-1,Unions
109,104,75,108,0,0,2002,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,1,1,0,Unions
113,110,91,103,2,3,2009,SGBreyer,Clinton,D,D,SSotomayor,Obama,D,I,110_113,1,1,1,Unions
91,78,14,19,0,1,1954,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,78_91,1,1,0,Unions
107,103,79,129,5,9,1990,JPStevens,Ford,R,R,DHSouter,Bush,R,R,103_107,2,1,-1,Unions
89,86,79,108,4,6,1953,HHBurton,Truman,D,R,SMinton,Truman,D,D,86_89,1,1,1,Unions
111,105,66,77,0,0,2007,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,2,2,-1,Unions
100,99,207,231,5,6,1972,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,99_100,1,1,-1,Unions
95,92,144,175,4,6,1969,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,1,1,0,Unions
93,88,50,62,3,3,1961,TCClark,Truman,D,D,CEWhittaker,Eisenhower,R,R,88_93,1,1,0,Unions
95,91,149,216,8,10,1963,JHarlan2,Eisenhower,R,R,BRWhite,Kennedy,D,D,91_95,1,1,0,Unions
102,99,175,204,7,8,1982,WEBurger,Nixon,R,R,WHRehnquist,Nixon,R,R,99_102,1,1,-1,Unions
101,99,177,208,11,11,1981,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,Unions
92,80,98,169,9,14,1959,FFrankfurter,FDR,D,I,WJBrennan,Eisenhower,R,D,80_92,1,2,0,Unions
89,80,82,145,5,8,1952,FFrankfurter,FDR,D,I,SMinton,Truman,D,D,80_89,2,1,1,Unions
94,78,107,151,10,12,1961,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,78_94,1,1,0,Unions
95,92,114,240,3,5,1986,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,2,1,0,Unions
110,108,66,110,2,3,2009,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,108_110,2,1,0,Unions
90,80,95,185,2,5,1957,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,80_90,1,2,0,Unions
92,88,146,165,10,13,1964,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,88_92,1,1,0,Unions
92,78,105,127,5,6,1956,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,2,2,0,Unions
107,103,86,104,0,1,1999,JPStevens,Ford,R,R,DHSouter,Bush,R,R,103_107,1,1,-1,Unions
108,104,63,91,3,4,2001,SDOConnor,Reagan,R,R,CThomas,Bush,R,R,104_108,2,2,-1,Unions
97,92,208,228,11,11,1967,WJBrennan,Eisenhower,R,D,AFortas,LBJ,D,D,92_97,1,1,0,Unions
113,106,65,87,1,2,2012,AMKennedy,Reagan,R,R,SSotomayor,Obama,D,I,106_113,1,2,0,Unions
112,105,72,85,2,2,2006,AScalia,Reagan,R,R,SAAlito,WBush,R,R,105_112,2,2,-1,Unions
92,78,127,171,2,3,1965,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,Unions
106,103,74,108,4,4,1995,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,1,-1,Unions
95,78,114,179,2,5,1968,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,78_95,1,1,1,Unions
94,80,110,135,2,4,1958,FFrankfurter,FDR,D,I,PStewart,Eisenhower,R,R,80_94,2,2,0,Unions
100,99,147,195,3,6,1984,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,99_100,1,1,-1,Unions
90,78,186,222,9,10,1963,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,78_90,1,1,0,Unions
94,92,190,231,7,11,1967,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,92_94,1,1,-1,Unions
112,110,59,99,1,1,2010,SGBreyer,Clinton,D,D,SAAlito,WBush,R,R,110_112,2,1,0,Unions
87,80,150,189,19,19,1946,FFrankfurter,FDR,D,I,FMVinson,Truman,D,D,80_87,1,1,1,Unions
91,88,144,169,8,11,1960,TCClark,Truman,D,D,JHarlan2,Eisenhower,R,R,88_91,1,1,0,Unions
102,95,161,187,4,5,1988,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,95_102,1,1,0,Unions
98,95,108,186,1,5,1988,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,95_98,1,2,1,Unions
113,112,49,79,0,3,2015,SAAlito,WBush,R,R,SSotomayor,Obama,D,I,112_113,1,1,0,Unions
105,102,100,112,4,4,1995,WHRehnquist,Nixon,R,R,AScalia,Reagan,R,R,102_105,1,1,-1,Unions
92,78,129,172,3,7,1966,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,Unions
89,78,44,106,2,2,1951,HLBlack,FDR,D,D,SMinton,Truman,D,D,78_89,1,1,1,Unions
113,109,70,77,2,2,2014,RBGinsburg,Clinton,D,D,SSotomayor,Obama,D,I,109_113,1,1,1,Unions
81,78,114,171,4,7,1969,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,1,1,1,Unions
102,95,142,192,5,9,1980,BRWhite,Kennedy,D,D,WHRehnquist,Nixon,R,R,95_102,1,1,0,Unions
101,94,131,160,6,6,1978,PStewart,Eisenhower,R,R,LFPowell,Nixon,R,D,94_101,1,1,-1,Unions
99,95,185,222,3,5,1975,BRWhite,Kennedy,D,D,WEBurger,Nixon,R,R,95_99,1,1,0,Unions
105,104,147,177,5,5,1988,SDOConnor,Reagan,R,R,AScalia,Reagan,R,R,104_105,1,1,-1,Unions
100,98,135,223,4,6,1972,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,98_100,2,1,0,Unions
112,106,40,45,0,0,2005,AMKennedy,Reagan,R,R,SAAlito,WBush,R,R,106_112,1,1,-1,Unions
88,81,70,114,1,6,1950,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,Unions
91,90,116,207,15,15,1962,EWarren,Eisenhower,R,R,JHarlan2,Eisenhower,R,R,90_91,1,1,-1,Unions
94,78,119,173,5,7,1966,HLBlack,FDR,D,D,PStewart,Eisenhower,R,R,78_94,1,1,0,Unions
109,106,84,111,2,3,2009,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,106_109,2,1,0,Unions
103,100,123,147,2,2,1992,HABlackmun,Nixon,R,R,JPStevens,Ford,R,R,100_103,1,1,-1,Unions
91,78,97,164,4,5,1958,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,78_91,1,2,0,Unions
113,108,49,81,0,3,2015,CThomas,Bush,R,R,SSotomayor,Obama,D,I,108_113,1,1,0,Unions
98,81,185,225,7,11,1973,WODouglas,FDR,D,D,TMarshall,LBJ,D,D,81_98,2,2,1,Unions
100,99,191,219,4,5,1975,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,99_100,1,1,-1,Unions
92,78,164,232,10,11,1967,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,Unions
105,100,130,197,6,8,1987,HABlackmun,Nixon,R,R,AScalia,Reagan,R,R,100_105,1,1,-1,Unions
91,79,40,54,1,2,1956,SFReed,FDR,D,D,JHarlan2,Eisenhower,R,R,79_91,1,1,0,Unions
105,104,166,180,4,5,1989,SDOConnor,Reagan,R,R,AScalia,Reagan,R,R,104_105,1,1,-1,Unions
100,98,138,226,7,11,1973,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,98_100,2,1,0,Unions
86,82,83,150,1,6,1947,FMurphy,FDR,D,D,HHBurton,Truman,D,R,82_86,2,1,1,Unions
103,95,126,187,3,5,1988,BRWhite,Kennedy,D,D,JPStevens,Ford,R,R,95_103,1,2,0,Unions
103,99,141,220,5,8,1983,WEBurger,Nixon,R,R,JPStevens,Ford,R,R,99_103,1,1,-1,Unions
102,94,132,194,2,5,1977,PStewart,Eisenhower,R,R,WHRehnquist,Nixon,R,R,94_102,1,1,-1,Unions
110,106,66,87,1,2,2012,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,2,0,Unions
81,80,78,169,5,7,1960,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,80_81,1,2,1,Unions
93,90,44,62,3,3,1961,EWarren,Eisenhower,R,R,CEWhittaker,Eisenhower,R,R,90_93,1,1,-1,Unions
96,88,141,216,5,6,1963,TCClark,Truman,D,D,AJGoldberg,Kennedy,D,D,88_96,1,1,1,Unions
84,79,73,120,0,8,1949,SFReed,FDR,D,D,RHJackson,FDR,D,D,79_84,1,1,1,Unions
111,105,76,88,2,2,2012,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,1,1,-1,Unions
92,88,119,172,7,11,1960,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,88_92,1,2,0,Unions
113,110,68,74,2,2,2014,SGBreyer,Clinton,D,D,SSotomayor,Obama,D,I,110_113,1,1,1,Unions
105,95,191,234,3,5,1986,BRWhite,Kennedy,D,D,AScalia,Reagan,R,R,95_105,1,1,0,Unions
105,104,117,143,8,9,1990,SDOConnor,Reagan,R,R,AScalia,Reagan,R,R,104_105,1,1,-1,Unions
104,101,171,205,10,11,1981,LFPowell,Nixon,R,D,SDOConnor,Reagan,R,R,101_104,1,1,-1,Unions
107,106,89,111,4,4,1995,AMKennedy,Reagan,R,R,DHSouter,Bush,R,R,106_107,1,1,-1,Unions
105,92,111,236,5,5,1986,WJBrennan,Eisenhower,R,D,AScalia,Reagan,R,R,92_105,2,1,-1,Unions
110,107,82,94,0,0,2003,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,107_110,1,1,0,Unions
92,78,121,152,8,12,1961,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,Unions
100,92,8,9,0,0,1969,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,1,1,-1,Unions
107,105,46,84,2,2,2006,AScalia,Reagan,R,R,DHSouter,Bush,R,R,105_107,2,1,-1,Unions
102,98,73,195,2,7,1979,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,1,1,0,Unions
96,78,184,216,5,6,1963,HLBlack,FDR,D,D,AJGoldberg,Kennedy,D,D,78_96,1,1,1,Unions
95,78,119,159,8,13,1964,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,78_95,1,1,1,Unions
111,105,76,84,4,4,2013,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,1,1,-1,Unions
101,81,56,121,2,4,1971,WODouglas,FDR,D,D,LFPowell,Nixon,R,D,81_101,2,1,0,Unions
94,91,135,177,6,9,1970,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,91_94,1,1,-1,Unions
96,91,124,205,9,10,1962,JHarlan2,Eisenhower,R,R,AJGoldberg,Kennedy,D,D,91_96,1,1,0,Unions
92,78,119,163,9,13,1964,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,Unions
88,78,85,134,7,7,1956,HLBlack,FDR,D,D,TCClark,Truman,D,D,78_88,2,1,1,Unions
110,109,69,74,2,2,2014,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Unions
98,95,114,190,5,6,1984,BRWhite,Kennedy,D,D,TMarshall,LBJ,D,D,95_98,1,1,1,Unions
107,104,64,92,0,0,2004,SDOConnor,Reagan,R,R,DHSouter,Bush,R,R,104_107,1,1,-1,Unions
100,92,107,178,5,9,1970,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,1,1,-1,Unions
98,78,114,174,7,9,1970,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,78_98,1,1,1,Unions
108,107,52,95,0,0,2003,DHSouter,Bush,R,R,CThomas,Bush,R,R,107_108,1,2,-1,Unions
107,103,86,111,1,1,1996,JPStevens,Ford,R,R,DHSouter,Bush,R,R,103_107,1,1,-1,Unions
95,78,119,166,1,3,1965,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,78_95,1,1,1,Unions
88,81,142,215,11,15,1962,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,Unions
110,102,72,101,0,0,1994,WHRehnquist,Nixon,R,R,SGBreyer,Clinton,D,D,102_110,1,1,0,Unions
79,78,69,118,4,4,1954,HLBlack,FDR,D,D,SFReed,FDR,D,D,78_79,1,1,1,Unions
112,107,29,45,0,0,2005,DHSouter,Bush,R,R,SAAlito,WBush,R,R,107_112,1,1,-1,Unions
100,95,166,204,8,8,1982,BRWhite,Kennedy,D,D,HABlackmun,Nixon,R,R,95_100,1,1,0,Unions
94,81,163,224,9,12,1967,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,81_94,1,1,0,Unions
106,105,80,95,2,3,2001,AScalia,Reagan,R,R,AMKennedy,Reagan,R,R,105_106,2,2,-1,Unions
81,80,112,179,16,19,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,80_81,1,1,1,Unions
91,80,133,154,4,5,1958,FFrankfurter,FDR,D,I,JHarlan2,Eisenhower,R,R,80_91,2,2,0,Unions
98,78,109,160,2,2,1968,HLBlack,FDR,D,D,TMarshall,LBJ,D,D,78_98,1,1,1,Unions
109,105,11,18,0,0,2015,AScalia,Reagan,R,R,RBGinsburg,Clinton,D,D,105_109,1,1,0,Unions
102,100,86,146,8,9,1990,HABlackmun,Nixon,R,R,WHRehnquist,Nixon,R,R,100_102,2,1,-1,Unions
102,98,82,182,4,5,1989,TMarshall,LBJ,D,D,WHRehnquist,Nixon,R,R,98_102,2,1,0,Unions
102,92,100,195,2,6,1984,WJBrennan,Eisenhower,R,D,WHRehnquist,Nixon,R,R,92_102,1,1,-1,Unions
92,78,178,214,8,10,1963,HLBlack,FDR,D,D,WJBrennan,Eisenhower,R,D,78_92,1,1,0,Unions
88,81,148,218,6,9,1963,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,Unions
79,78,78,132,14,14,1955,HLBlack,FDR,D,D,SFReed,FDR,D,D,78_79,1,1,1,Unions
106,103,59,92,0,0,2004,JPStevens,Ford,R,R,AMKennedy,Reagan,R,R,103_106,1,1,-1,Unions
110,107,86,93,1,1,2005,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,107_110,1,1,0,Unions
111,105,16,18,0,0,2015,AScalia,Reagan,R,R,JGRoberts,WBush,R,R,105_111,1,1,-1,Unions
96,95,155,214,5,6,1963,BRWhite,Kennedy,D,D,AJGoldberg,Kennedy,D,D,95_96,1,1,1,Unions
86,84,93,131,1,6,1950,RHJackson,FDR,D,D,HHBurton,Truman,D,R,84_86,1,1,1,Unions
91,78,110,216,14,15,1962,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,78_91,1,1,0,Unions
109,106,61,77,2,2,2014,AMKennedy,Reagan,R,R,RBGinsburg,Clinton,D,D,106_109,1,1,0,Unions
103,101,124,213,4,4,1985,LFPowell,Nixon,R,D,JPStevens,Ford,R,R,101_103,1,2,-1,Unions
92,88,159,214,8,10,1963,TCClark,Truman,D,D,WJBrennan,Eisenhower,R,D,88_92,1,1,0,Unions
102,94,174,224,9,11,1973,PStewart,Eisenhower,R,R,WHRehnquist,Nixon,R,R,94_102,1,1,-1,Unions
95,90,162,231,11,11,1967,EWarren,Eisenhower,R,R,BRWhite,Kennedy,D,D,90_95,1,1,0,Unions
108,106,69,84,4,4,2013,AMKennedy,Reagan,R,R,CThomas,Bush,R,R,106_108,1,1,-1,Unions
90,78,123,137,7,7,1956,HLBlack,FDR,D,D,EWarren,Eisenhower,R,R,78_90,2,2,0,Unions
87,84,132,171,25,26,1948,RHJackson,FDR,D,D,FMVinson,Truman,D,D,84_87,1,1,1,Unions
100,92,136,193,6,9,1980,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,1,1,-1,Unions
95,81,96,165,5,9,1970,WODouglas,FDR,D,D,BRWhite,Kennedy,D,D,81_95,1,1,1,Unions
84,79,62,89,6,6,1953,SFReed,FDR,D,D,RHJackson,FDR,D,D,79_84,1,1,1,Unions
95,78,173,233,12,12,1967,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,78_95,1,1,1,Unions
110,106,68,95,4,4,2001,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,2,1,0,Unions
108,103,81,124,2,3,1997,JPStevens,Ford,R,R,CThomas,Bush,R,R,103_108,1,1,-1,Unions
89,81,68,118,3,4,1954,WODouglas,FDR,D,D,SMinton,Truman,D,D,81_89,1,1,1,Unions
104,103,25,28,1,1,2005,JPStevens,Ford,R,R,SDOConnor,Reagan,R,R,103_104,1,1,-1,Unions
109,100,74,104,1,1,1993,HABlackmun,Nixon,R,R,RBGinsburg,Clinton,D,D,100_109,1,1,0,Unions
108,107,117,147,2,2,1992,DHSouter,Bush,R,R,CThomas,Bush,R,R,107_108,1,1,-1,Unions
104,100,138,215,3,4,1985,HABlackmun,Nixon,R,R,SDOConnor,Reagan,R,R,100_104,2,1,-1,Unions
97,81,185,221,9,12,1967,WODouglas,FDR,D,D,AFortas,LBJ,D,D,81_97,1,1,1,Unions
81,78,178,217,12,15,1962,HLBlack,FDR,D,D,WODouglas,FDR,D,D,78_81,1,1,1,Unions
114,108,51,81,0,3,2015,CThomas,Bush,R,R,EKagan,Obama,D,D,108_114,1,1,0,Unions
109,108,56,110,2,4,2000,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,2,1,0,Unions
100,92,161,211,11,11,1981,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,1,1,-1,Unions
97,95,120,147,1,2,1965,BRWhite,Kennedy,D,D,AFortas,LBJ,D,D,95_97,1,1,1,Unions
109,108,63,92,1,1,2005,CThomas,Bush,R,R,RBGinsburg,Clinton,D,D,108_109,1,1,0,Unions
99,81,91,172,4,7,1969,WODouglas,FDR,D,D,WEBurger,Nixon,R,R,81_99,1,1,0,Unions
80,79,110,152,5,6,1947,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,79_80,1,1,1,Unions
108,105,109,110,4,4,2000,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,2,2,-1,Unions
110,106,77,108,0,0,2002,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,1,0,Unions
100,98,171,200,5,8,1987,TMarshall,LBJ,D,D,HABlackmun,Nixon,R,R,98_100,1,1,0,Unions
110,109,90,100,0,0,1994,RBGinsburg,Clinton,D,D,SGBreyer,Clinton,D,D,109_110,1,1,1,Unions
101,99,183,215,4,4,1985,WEBurger,Nixon,R,R,LFPowell,Nixon,R,D,99_101,1,1,-1,Unions
94,90,165,221,9,10,1963,EWarren,Eisenhower,R,R,PStewart,Eisenhower,R,R,90_94,1,1,-1,Unions
94,81,113,175,2,3,1965,WODouglas,FDR,D,D,PStewart,Eisenhower,R,R,81_94,1,1,0,Unions
109,104,73,106,2,4,2000,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,2,1,0,Unions
86,81,78,134,1,6,1950,WODouglas,FDR,D,D,HHBurton,Truman,D,R,81_86,1,1,1,Unions
94,80,126,164,11,14,1959,FFrankfurter,FDR,D,I,PStewart,Eisenhower,R,R,80_94,1,1,0,Unions
99,92,93,168,2,5,1977,WJBrennan,Eisenhower,R,D,WEBurger,Nixon,R,R,92_99,1,1,-1,Unions
112,111,77,84,2,2,2011,JGRoberts,WBush,R,R,SAAlito,WBush,R,R,111_112,1,1,-1,Unions
87,81,124,177,16,19,1946,WODouglas,FDR,D,D,FMVinson,Truman,D,D,81_87,1,1,1,Unions
110,108,39,74,2,2,2014,CThomas,Bush,R,R,SGBreyer,Clinton,D,D,108_110,2,1,0,Unions
109,104,87,123,3,3,1997,SDOConnor,Reagan,R,R,RBGinsburg,Clinton,D,D,104_109,1,1,0,Unions
94,91,131,160,11,14,1959,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,91_94,1,1,-1,Unions
94,92,126,183,3,5,1968,WJBrennan,Eisenhower,R,D,PStewart,Eisenhower,R,R,92_94,1,1,-1,Unions
102,101,171,210,10,11,1981,LFPowell,Nixon,R,D,WHRehnquist,Nixon,R,R,101_102,1,1,-1,Unions
88,81,95,153,10,12,1961,WODouglas,FDR,D,D,TCClark,Truman,D,D,81_88,1,1,1,Unions
101,95,118,161,3,6,1978,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,95_101,1,1,0,Unions
90,80,100,168,6,7,1960,FFrankfurter,FDR,D,I,EWarren,Eisenhower,R,R,80_90,1,2,0,Unions
100,99,9,9,0,0,1969,WEBurger,Nixon,R,R,HABlackmun,Nixon,R,R,99_100,1,1,-1,Unions
95,78,164,207,14,15,1962,HLBlack,FDR,D,D,BRWhite,Kennedy,D,D,78_95,1,1,1,Unions
108,105,84,99,1,1,2010,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,1,1,-1,Unions
95,92,165,232,10,11,1973,WJBrennan,Eisenhower,R,D,BRWhite,Kennedy,D,D,92_95,2,1,0,Unions
108,105,100,109,0,0,2002,AScalia,Reagan,R,R,CThomas,Bush,R,R,105_108,1,1,-1,Unions
86,78,79,132,14,14,1955,HLBlack,FDR,D,D,HHBurton,Truman,D,R,78_86,1,1,1,Unions
103,94,152,204,7,7,1979,PStewart,Eisenhower,R,R,JPStevens,Ford,R,R,94_103,1,1,-1,Unions
101,95,153,208,8,11,1981,BRWhite,Kennedy,D,D,LFPowell,Nixon,R,D,95_101,1,1,0,Unions
96,78,107,156,6,9,1964,HLBlack,FDR,D,D,AJGoldberg,Kennedy,D,D,78_96,1,1,1,Unions
111,110,49,74,0,0,2007,SGBreyer,Clinton,D,D,JGRoberts,WBush,R,R,110_111,1,2,0,Unions
91,78,106,170,4,7,1969,HLBlack,FDR,D,D,JHarlan2,Eisenhower,R,R,78_91,1,1,0,Unions
84,78,68,132,1,6,1950,HLBlack,FDR,D,D,RHJackson,FDR,D,D,78_84,1,1,1,Unions
110,107,109,124,2,3,1997,DHSouter,Bush,R,R,SGBreyer,Clinton,D,D,107_110,1,1,0,Unions
94,91,133,180,3,5,1968,JHarlan2,Eisenhower,R,R,PStewart,Eisenhower,R,R,91_94,1,1,-1,Unions
98,94,184,228,7,8,1971,PStewart,Eisenhower,R,R,TMarshall,LBJ,D,D,94_98,2,2,0,Unions
110,106,81,111,1,1,1996,AMKennedy,Reagan,R,R,SGBreyer,Clinton,D,D,106_110,1,1,0,Unions
100,92,136,230,8,11,1973,WJBrennan,Eisenhower,R,D,HABlackmun,Nixon,R,R,92_100,2,1,-1,Unions
104,98,117,204,8,11,1981,TMarshall,LBJ,D,D,SDOConnor,Reagan,R,R,98_104,1,1,0,Unions
103,92,139,183,3,5,1988,WJBrennan,Eisenhower,R,D,JPStevens,Ford,R,R,92_103,2,2,-1,Unions
90,86,76,101,6,6,1953,HHBurton,Truman,D,R,EWarren,Eisenhower,R,R,86_90,1,1,0,Unions
